Passenger ID,Flight ID,Ticket Class,Age,Gender,Feedback Score,Check-in Luggage,Frequent Flyer
P1709,FL0489,Economy,52,Female,3,N,Y
P1710,FL1985,First,22,Other,2,N,N
P1711,FL2090,Economy,42,Female,4,Y,N
P1712,FL0979,Economy,23,Male,4,N,N
P1713,FL0456,Economy,42,Male,5,N,Y
P1714,FL2628,Economy,40,Female,1,Y,N
P1715,FL0338,First,31,Female,1,N,N
P1716,FL1775,First,29,Female,1,N,N
P1717,FL1411,Economy,38,Male,4,N,N
P1718,FL0009,Economy,41,Female,4,Y,N
P1719,FL1911,Economy,56,Other,5,N,N
P1720,FL1471,Economy,56,Female,5,Y,N
P1721,FL0126,Economy,55,Other,3,N,N
P1722,FL2718,First,31,Female,3,N,N
P1723,FL0755,Economy,64,Male,4,Y,N
P1724,FL0546,Business,41,Female,3,Y,Y
P1725,FL0033,Economy,60,Male,1,N,N
P1726,FL2679,First,25,Male,1,N,N
P1727,FL1725,Business,34,Male,5,N,N
P1728,FL0421,Business,18,Other,4,N,N
P1729,FL0242,Economy,69,Male,4,Y,N
P1730,FL0032,Economy,28,Male,5,Y,Y
P1731,FL2702,Economy,32,Male,5,Y,Y
P1732,FL2278,Economy,18,Other,3,N,N
P1733,FL0638,Economy,40,Other,5,N,Y
P1734,FL1118,Economy,64,Other,3,N,N
P1735,FL0475,Economy,68,Male,1,Y,N
P1736,FL0122,Business,67,Female,2,N,N
P1737,FL1815,First,28,Other,5,Y,N
P1738,FL0032,Business,45,Female,1,N,N
P1739,FL2280,First,56,Female,5,Y,Y
P1740,FL2214,Economy,22,Male,3,Y,N
P1741,FL2918,First,33,Female,1,N,N
P1742,FL0518,Business,50,Male,3,N,N
P1743,FL1680,Business,36,Other,2,Y,Y
P1744,FL2628,Economy,53,Other,2,Y,N
P1745,FL1411,Economy,53,Other,1,Y,N
P1746,FL2397,Business,60,Male,1,Y,N
P1747,FL2542,Business,63,Female,3,Y,N
P1748,FL1649,Economy,18,Female,3,N,N
P1749,FL2020,Business,55,Other,3,Y,N
P1750,FL1140,Economy,65,Male,4,N,N
P1751,FL0201,Economy,40,Male,5,N,Y
P1752,FL0274,Business,42,Female,4,N,Y
P1753,FL1853,Business,41,Female,1,Y,N
P1754,FL0590,Economy,23,Male,4,Y,Y
P1755,FL2261,Economy,40,Male,1,N,Y
P1756,FL2961,Economy,57,Male,5,N,Y
P1757,FL1235,Economy,49,Male,3,Y,N
P1758,FL2767,Economy,65,Male,3,Y,Y
P1759,FL2099,Economy,20,Female,1,N,N
P1760,FL1261,Economy,39,Female,2,N,N
P1761,FL1342,Economy,38,Female,3,Y,N
P1762,FL2044,Economy,42,Male,2,N,Y
P1763,FL1853,Economy,66,Male,2,Y,N
P1764,FL1385,Economy,36,Female,2,Y,N
P1765,FL1320,Economy,69,Male,5,N,Y
P1766,FL1145,Economy,26,Other,4,N,Y
P1767,FL2827,Economy,23,Female,2,Y,N
P1768,FL0643,Economy,26,Male,3,Y,N
P1769,FL2219,First,29,Male,3,Y,N
P1770,FL1664,Economy,31,Female,1,N,Y
P1771,FL0517,Business,66,Male,2,Y,N
P1772,FL2402,Economy,20,Female,5,N,Y
P1773,FL0620,Economy,24,Other,5,Y,Y
P1774,FL0981,Economy,31,Female,5,Y,N
P1775,FL1996,Economy,21,Male,1,Y,Y
P1776,FL2383,Economy,45,Male,4,Y,Y
P1777,FL1395,Economy,63,Other,3,N,Y
P1778,FL1510,Economy,56,Female,1,N,N
P1779,FL2547,Business,27,Male,1,N,N
P1780,FL1410,Business,31,Male,2,Y,N
P1781,FL2667,Economy,47,Other,1,N,N
P1782,FL1187,Economy,36,Male,4,Y,N
P1783,FL0485,Economy,66,Female,2,Y,N
P1784,FL2745,Economy,49,Female,4,N,N
P1785,FL1412,Economy,48,Other,4,Y,Y
P1786,FL2358,Economy,23,Other,3,N,N
P1787,FL1667,Economy,69,Other,5,Y,Y
P1788,FL1008,Economy,25,Female,4,N,Y
P1789,FL2578,Business,58,Female,2,N,Y
P1790,FL0620,Economy,49,Male,5,N,N
P1791,FL0294,Business,42,Other,5,N,N
P1792,FL1506,Economy,49,Male,1,N,N
P1793,FL2484,Economy,19,Male,1,Y,N
P1794,FL1379,Business,33,Other,5,Y,N
P1795,FL2880,Economy,31,Male,3,N,N
P1796,FL2699,Economy,42,Female,5,Y,Y
P1797,FL1961,Business,52,Other,3,Y,N
P1798,FL2269,Economy,61,Female,4,N,N
P1799,FL1397,Business,51,Male,1,Y,Y
P1800,FL1126,Economy,19,Female,3,Y,N
P1801,FL1610,Economy,45,Female,2,N,Y
P1802,FL0592,Economy,35,Female,3,Y,N
P1803,FL1020,Economy,41,Other,4,N,N
P1804,FL1581,Economy,44,Female,5,N,N
P1805,FL2412,Economy,28,Female,5,N,N
P1806,FL0493,Economy,44,Other,2,N,Y
P1807,FL1693,Economy,54,Female,3,N,N
P1808,FL1368,Business,27,Other,1,N,N
P1809,FL1833,Business,63,Female,2,Y,N
P1810,FL2877,Economy,46,Other,2,N,N
P1811,FL1104,Business,22,Male,5,Y,N
P1812,FL2691,Economy,18,Male,2,Y,Y
P1813,FL2022,Economy,62,Other,1,N,N
P1814,FL2019,Business,47,Male,3,Y,N
P1815,FL1194,Economy,21,Female,1,Y,Y
P1816,FL2503,Economy,23,Female,4,Y,N
P1817,FL0791,Economy,64,Male,1,N,N
P1818,FL2940,First,49,Female,4,Y,N
P1819,FL1668,Economy,60,Male,5,N,Y
P1820,FL0463,Economy,26,Male,1,Y,N
P1821,FL2950,Economy,36,Other,3,Y,N
P1822,FL1037,Business,52,Male,2,Y,N
P1823,FL1849,Economy,42,Male,5,Y,N
P1824,FL2832,Economy,43,Female,1,Y,N
P1825,FL1375,Economy,34,Other,3,N,N
P1826,FL2456,Economy,53,Female,4,N,N
P1827,FL0213,Economy,30,Male,3,N,N
P1828,FL0384,First,31,Female,1,Y,Y
P1829,FL1360,Economy,25,Female,3,Y,N
P1830,FL0200,Economy,51,Other,5,Y,Y
P1831,FL2614,Economy,36,Male,3,Y,Y
P1832,FL1662,Economy,50,Female,1,Y,N
P1833,FL0783,Economy,59,Male,3,Y,N
P1834,FL1877,Economy,50,Male,2,Y,N
P1835,FL0050,Economy,43,Other,3,N,Y
P1836,FL0451,Economy,70,Female,5,N,Y
P1837,FL2492,Economy,47,Other,1,N,N
P1838,FL2160,Economy,59,Other,2,N,N
P1839,FL1786,Economy,41,Other,4,N,N
P1840,FL2120,First,25,Male,5,N,N
P1841,FL1579,Economy,55,Other,5,Y,N
P1842,FL0655,Economy,48,Male,3,Y,N
P1843,FL2197,Economy,30,Female,3,Y,N
P1844,FL1729,Economy,63,Male,5,N,Y
P1845,FL0981,First,55,Other,5,Y,Y
P1846,FL1589,Economy,27,Male,4,N,N
P1847,FL0178,Economy,39,Other,3,N,N
P1848,FL1987,Economy,31,Male,2,Y,Y
P1849,FL2112,Economy,28,Female,2,N,N
P1850,FL1762,Economy,69,Other,2,N,N
P1851,FL2614,Economy,65,Other,1,Y,N
P1852,FL2122,Economy,37,Female,1,Y,Y
P1853,FL2230,Economy,30,Male,5,N,Y
P1854,FL2958,Business,58,Female,2,Y,N
P1855,FL1947,Economy,65,Male,1,N,Y
P1856,FL0526,Economy,48,Other,5,N,Y
P1857,FL2469,Economy,46,Male,2,Y,Y
P1858,FL0580,Business,35,Male,2,N,N
P1859,FL2003,Economy,61,Male,3,N,N
P1860,FL2834,Economy,48,Male,5,N,N
P1861,FL2777,Economy,58,Female,1,N,N
P1862,FL2499,Economy,67,Female,4,N,N
P1863,FL0167,Economy,64,Other,4,Y,Y
P1864,FL1090,Economy,57,Other,3,Y,Y
P1865,FL1154,First,61,Female,3,Y,N
P1866,FL2557,Economy,62,Male,2,Y,N
P1867,FL1059,Economy,57,Other,1,N,Y
P1868,FL2840,Economy,60,Male,4,Y,N
P1869,FL1371,Economy,58,Other,1,Y,N
P1870,FL1347,Economy,62,Male,1,Y,N
P1871,FL0621,Economy,19,Other,1,Y,N
P1872,FL2296,Economy,31,Other,3,N,N
P1873,FL2449,Economy,53,Male,2,N,Y
P1874,FL2050,Business,40,Female,1,Y,Y
P1875,FL2337,Economy,54,Male,3,N,Y
P1876,FL2912,Economy,44,Other,4,N,N
P1877,FL0984,Business,19,Male,1,N,N
P1878,FL2693,Economy,41,Male,5,Y,N
P1879,FL2207,Economy,55,Male,4,Y,Y
P1880,FL0162,Business,62,Other,2,Y,N
P1881,FL2721,Economy,37,Other,4,Y,N
P1882,FL2414,Economy,67,Female,3,Y,N
P1883,FL2030,Business,43,Other,2,Y,N
P1884,FL2852,Business,33,Female,4,Y,N
P1885,FL2920,Business,30,Male,1,Y,Y
P1886,FL0155,Economy,51,Other,5,Y,Y
P1887,FL1817,Economy,64,Male,3,Y,Y
P1888,FL2637,First,32,Female,3,Y,N
P1889,FL2459,Business,57,Other,1,Y,Y
P1890,FL1076,Business,58,Female,4,N,Y
P1891,FL1711,Economy,52,Other,1,Y,Y
P1892,FL0562,Economy,45,Other,1,N,N
P1893,FL2344,Economy,47,Other,3,N,N
P1894,FL1424,First,32,Male,1,Y,N
P1895,FL2789,Economy,31,Other,2,Y,N
P1896,FL1773,Economy,30,Other,4,N,N
P1897,FL0388,Economy,25,Other,3,Y,N
P1898,FL2484,Economy,44,Other,3,Y,N
P1899,FL0426,Economy,49,Female,4,Y,N
P1900,FL1961,Economy,26,Other,5,Y,N
P1901,FL0968,Economy,51,Other,3,Y,Y
P1902,FL2682,Economy,67,Other,2,N,N
P1903,FL0705,Economy,29,Female,4,N,N
P1904,FL2831,Economy,54,Other,2,N,N
P1905,FL0351,First,70,Female,2,Y,N
P1906,FL2625,Economy,63,Other,5,Y,N
P1907,FL2379,Economy,69,Female,5,Y,Y
P1908,FL1399,Economy,48,Female,2,N,N
P1909,FL2471,Business,42,Female,1,Y,N
P1910,FL1513,First,52,Male,3,Y,N
P1911,FL2911,First,36,Male,4,Y,N
P1912,FL1588,Economy,53,Other,2,Y,N
P1913,FL0570,Economy,40,Female,3,Y,N
P1914,FL1808,Economy,25,Female,5,N,Y
P1915,FL2669,Economy,20,Male,5,Y,Y
P1916,FL2435,Business,29,Other,4,N,N
P1917,FL1897,First,58,Male,1,Y,N
P1918,FL0074,Economy,64,Male,3,Y,Y
P1919,FL2078,Economy,58,Male,4,N,Y
P1920,FL0095,Economy,59,Other,3,Y,N
P1921,FL0664,Economy,30,Female,5,Y,N
P1922,FL2597,Economy,42,Male,1,Y,N
P1923,FL2042,Economy,19,Male,3,Y,N
P1924,FL2668,Business,26,Female,5,N,N
P1925,FL1924,First,65,Other,3,Y,N
P1926,FL1338,Economy,68,Other,1,N,N
P1927,FL2718,First,41,Female,4,N,Y
P1928,FL1559,Economy,49,Male,3,N,Y
P1929,FL1527,Economy,39,Other,1,N,N
P1930,FL1758,Business,52,Other,4,N,N
P1931,FL2106,Economy,65,Female,5,Y,N
P1932,FL2301,Business,32,Other,3,N,N
P1933,FL1706,Business,31,Female,4,N,N
P1934,FL0985,Economy,60,Female,4,N,N
P1935,FL0019,First,56,Female,2,Y,N
P1936,FL2665,Economy,69,Other,5,Y,N
P1937,FL2658,Economy,33,Other,4,N,N
P1938,FL0130,Economy,66,Other,3,N,N
P1939,FL1480,First,20,Other,2,N,N
P1940,FL0677,Business,18,Male,4,Y,Y
P1941,FL2472,Business,54,Male,4,N,Y
P1942,FL2008,First,55,Female,3,N,N
P1943,FL2809,Economy,53,Male,1,N,Y
P1944,FL2291,First,25,Female,1,Y,N
P1945,FL2606,Economy,39,Male,2,Y,N
P1946,FL1407,Economy,22,Male,4,N,N
P1947,FL2813,Economy,32,Male,4,N,Y
P1948,FL2956,Business,24,Male,2,Y,N
P1949,FL2360,Economy,28,Female,3,Y,N
P1950,FL1083,Economy,45,Other,4,Y,N
P1951,FL1409,Economy,21,Other,3,N,Y
P1952,FL0789,Economy,61,Female,3,N,N
P1953,FL0329,Economy,66,Female,1,Y,N
P1954,FL1328,Economy,48,Other,3,N,N
P1955,FL1281,Business,32,Other,4,Y,N
P1956,FL1712,Economy,29,Other,1,N,N
P1957,FL1014,Economy,42,Male,2,Y,N
P1958,FL1949,Economy,45,Other,2,N,Y
P1959,FL0416,Economy,45,Male,5,N,N
P1960,FL2094,First,59,Female,4,Y,Y
P1961,FL2546,First,45,Other,2,Y,N
P1962,FL1768,Economy,68,Male,5,N,N
P1963,FL1786,Business,21,Female,3,Y,N
P1964,FL2954,Economy,55,Other,2,Y,N
P1965,FL2884,Business,46,Male,1,Y,N
P1966,FL0882,Economy,32,Other,5,Y,N
P1967,FL1410,Business,23,Other,3,Y,Y
P1968,FL1513,Economy,33,Female,3,N,Y
P1969,FL2784,Economy,29,Other,2,Y,Y
P1970,FL0543,Economy,67,Female,4,N,N
P1971,FL2484,Economy,25,Other,3,N,N
P1972,FL1169,Economy,30,Male,5,Y,N
P1973,FL1019,Economy,57,Female,2,Y,N
P1974,FL2809,Economy,28,Other,5,N,N
P1975,FL2778,Economy,38,Male,4,Y,N
P1976,FL0470,First,47,Other,2,N,N
P1977,FL1392,Business,46,Male,2,Y,N
P1978,FL0579,Economy,23,Other,1,N,Y
P1979,FL2534,Economy,24,Other,5,Y,N
P1980,FL0310,Business,46,Male,4,N,N
P1981,FL0467,Business,40,Male,5,N,N
P1982,FL1811,Economy,40,Other,5,Y,N
P1983,FL0805,Economy,35,Female,1,Y,N
P1984,FL0728,Economy,67,Other,4,Y,N
P1985,FL2274,Economy,31,Other,3,N,N
P1986,FL0697,Economy,50,Female,4,N,Y
P1987,FL2657,Business,35,Male,5,Y,Y
P1988,FL2806,Economy,61,Female,3,Y,N
P1989,FL2964,Economy,68,Female,5,Y,Y
P1990,FL0998,Business,60,Male,4,Y,Y
P1991,FL1285,Economy,33,Female,4,Y,Y
P1992,FL1272,Economy,18,Male,2,Y,N
P1993,FL0967,Economy,67,Other,2,Y,N
P1994,FL2753,Economy,25,Other,4,Y,N
P1995,FL0038,Economy,54,Other,1,N,N
P1996,FL1559,Economy,47,Other,5,N,N
P1997,FL1755,Economy,20,Male,1,N,Y
P1998,FL1053,Economy,24,Male,4,Y,N
P1999,FL1777,Economy,53,Female,1,N,Y
P2000,FL0888,Economy,51,Female,1,Y,N
P2001,FL2393,Business,57,Female,3,N,Y
P2002,FL1489,Economy,48,Male,5,N,N
P2003,FL1596,Business,56,Male,4,N,N
P2004,FL0968,Economy,64,Other,1,N,N
P2005,FL1744,Economy,40,Female,1,Y,N
P2006,FL1564,First,46,Other,2,Y,N
P2007,FL2026,Economy,24,Male,5,N,N
P2008,FL0191,Economy,26,Male,3,N,N
P2009,FL1237,Economy,43,Female,2,N,N
P2010,FL2980,Economy,36,Other,1,Y,N
P2011,FL1705,Business,61,Female,2,Y,N
P2012,FL1211,Economy,25,Other,4,N,Y
P2013,FL1703,Economy,19,Female,4,N,N
P2014,FL2316,Economy,50,Female,1,Y,N
P2015,FL2289,Business,32,Male,1,N,N
P2016,FL1993,Economy,59,Male,4,Y,N
P2017,FL0323,Business,54,Male,2,Y,N
P2018,FL0687,Economy,21,Female,3,Y,Y
P2019,FL0179,First,21,Female,2,Y,Y
P2020,FL1851,Economy,50,Male,3,N,Y
P2021,FL0789,Economy,52,Male,4,N,N
P2022,FL1968,Economy,46,Other,5,N,N
P2023,FL1955,Business,55,Other,4,Y,N
P2024,FL0553,Economy,25,Male,3,N,N
P2025,FL1711,Economy,65,Male,5,Y,N
P2026,FL0039,Economy,49,Male,3,N,N
P2027,FL0388,First,30,Male,2,N,N
P2028,FL1502,Business,46,Male,4,Y,N
P2029,FL1250,Economy,31,Female,5,Y,Y
P2030,FL0866,Economy,62,Other,5,Y,N
P2031,FL0683,Economy,25,Male,1,N,Y
P2032,FL2023,Economy,68,Other,2,Y,N
P2033,FL2831,Economy,25,Male,1,N,N
P2034,FL2159,Economy,55,Male,1,N,N
P2035,FL0231,Economy,61,Male,5,N,N
P2036,FL1522,Economy,39,Other,2,N,N
P2037,FL0961,Economy,55,Other,1,Y,N
P2038,FL1141,First,31,Other,2,Y,N
P2039,FL1401,Economy,69,Female,1,Y,N
P2040,FL0274,Economy,34,Female,4,Y,N
P2041,FL0436,Business,29,Other,2,N,N
P2042,FL0498,Economy,43,Male,5,N,N
P2043,FL0401,Business,64,Other,3,N,Y
P2044,FL1286,Economy,67,Male,5,Y,Y
P2045,FL1927,Economy,51,Other,3,Y,N
P2046,FL1756,Economy,37,Female,5,N,Y
P2047,FL1137,First,20,Other,5,Y,N
P2048,FL1888,Economy,67,Male,3,Y,N
P2049,FL2082,Economy,31,Male,5,N,Y
P2050,FL1757,Economy,48,Other,2,Y,N
P2051,FL0928,Business,18,Other,2,N,Y
P2052,FL0704,Economy,65,Female,1,Y,N
P2053,FL0252,Economy,33,Male,2,N,N
P2054,FL0060,Economy,52,Male,3,N,Y
P2055,FL1215,Business,53,Female,2,Y,Y
P2056,FL1145,Economy,66,Female,1,N,N
P2057,FL1438,Business,23,Male,5,N,N
P2058,FL1378,Economy,35,Male,5,N,Y
P2059,FL2028,Economy,57,Other,5,Y,N
P2060,FL1915,Economy,37,Other,2,N,N
P2061,FL0383,Economy,57,Male,5,Y,N
P2062,FL0312,Economy,70,Male,1,Y,N
P2063,FL1309,Economy,29,Other,5,Y,Y
P2064,FL0715,Economy,42,Other,4,N,N
P2065,FL1735,Economy,67,Male,5,N,Y
P2066,FL2201,Economy,54,Female,1,Y,N
P2067,FL2220,Business,30,Other,1,Y,N
P2068,FL1252,Economy,59,Other,2,N,Y
P2069,FL1740,Economy,50,Other,2,N,N
P2070,FL0826,Business,61,Other,5,Y,N
P2071,FL1055,Economy,41,Male,5,N,N
P2072,FL2508,Economy,20,Other,4,N,N
P2073,FL0720,Economy,64,Other,2,N,N
P2074,FL0548,Economy,39,Male,4,N,Y
P2075,FL0089,Economy,40,Male,5,N,N
P2076,FL1965,Business,18,Male,5,N,N
P2077,FL2479,Business,45,Female,3,Y,N
P2078,FL0394,Business,48,Female,3,Y,Y
P2079,FL0511,Business,51,Male,1,Y,N
P2080,FL2412,Economy,26,Other,5,N,Y
P2081,FL1126,First,65,Other,5,N,N
P2082,FL2115,First,45,Female,5,N,N
P2083,FL1674,Business,47,Other,1,N,N
P2084,FL0349,Business,57,Female,1,Y,Y
P2085,FL0881,Business,34,Other,4,Y,N
P2086,FL1968,Business,44,Female,3,Y,N
P2087,FL0314,Economy,50,Female,1,Y,N
P2088,FL2713,Economy,54,Other,2,Y,Y
P2089,FL0850,First,41,Other,4,N,Y
P2090,FL1140,Economy,19,Other,3,N,N
P2091,FL2898,Economy,32,Female,3,N,Y
P2092,FL2917,Business,34,Male,5,N,Y
P2093,FL2880,Economy,28,Female,4,Y,N
P2094,FL0137,Business,39,Male,2,N,N
P2095,FL2010,Economy,29,Female,3,Y,N
P2096,FL1022,Economy,36,Other,2,N,N
P2097,FL0213,Economy,30,Female,5,N,Y
P2098,FL2950,Business,19,Male,2,N,N
P2099,FL1546,Economy,23,Other,2,Y,N
P2100,FL2633,First,41,Male,4,N,N
P2101,FL1541,Business,21,Male,4,N,N
P2102,FL0212,First,65,Female,2,N,N
P2103,FL1153,Economy,56,Female,4,N,N
P2104,FL2944,Economy,24,Other,1,Y,Y
P2105,FL1519,Economy,44,Male,4,Y,N
P2106,FL0901,Business,46,Female,3,N,N
P2107,FL1754,Economy,44,Male,4,Y,N
P2108,FL1821,Economy,62,Male,5,N,N
P2109,FL1086,Business,67,Female,5,N,N
P2110,FL2663,Economy,36,Other,3,Y,N
P2111,FL0780,Economy,47,Female,1,Y,N
P2112,FL1908,Economy,48,Female,1,N,N
P2113,FL0093,First,48,Female,4,N,Y
P2114,FL2445,Economy,30,Female,1,Y,N
P2115,FL1930,Business,59,Male,1,Y,N
P2116,FL2636,Business,54,Female,1,N,N
P2117,FL1463,Business,27,Male,3,N,N
P2118,FL2152,First,69,Female,4,N,Y
P2119,FL0739,First,61,Male,4,N,N
P2120,FL2586,Economy,60,Male,1,N,N
P2121,FL2338,Business,22,Male,2,N,N
P2122,FL2727,Economy,44,Male,1,N,N
P2123,FL0330,Economy,24,Other,3,Y,N
P2124,FL1835,Business,35,Female,4,Y,N
P2125,FL1256,Economy,45,Male,5,N,N
P2126,FL2740,Economy,64,Female,5,N,N
P2127,FL2667,Business,42,Other,2,Y,N
P2128,FL2917,Economy,43,Female,5,N,Y
P2129,FL2630,Economy,35,Other,2,Y,N
P2130,FL0015,Business,54,Other,2,N,N
P2131,FL1171,Business,38,Female,4,Y,N
P2132,FL1730,Economy,27,Male,3,Y,N
P2133,FL0886,Business,52,Female,4,Y,N
P2134,FL1260,Economy,33,Male,5,Y,Y
P2135,FL2050,Economy,34,Female,3,N,N
P2136,FL0011,Economy,56,Female,3,Y,Y
P2137,FL2754,Economy,64,Male,5,N,N
P2138,FL1464,First,52,Other,4,N,N
P2139,FL2036,Economy,24,Male,1,Y,N
P2140,FL0313,Economy,30,Male,2,N,N
P2141,FL0802,Economy,44,Female,5,Y,N
P2142,FL2548,First,67,Other,3,Y,N
P2143,FL2003,Economy,38,Female,5,Y,N
P2144,FL2141,Economy,61,Male,2,N,N
P2145,FL2126,Business,25,Female,4,N,N
P2146,FL0729,Economy,31,Male,5,Y,N
P2147,FL2343,Economy,63,Male,1,Y,N
P2148,FL0267,Business,42,Male,3,Y,N
P2149,FL0709,Economy,28,Male,5,N,N
P2150,FL0992,First,21,Other,1,Y,Y
P2151,FL1288,Economy,30,Female,1,Y,Y
P2152,FL1645,Economy,33,Male,3,N,N
P2153,FL0222,First,38,Male,1,Y,Y
P2154,FL1259,Economy,46,Female,5,Y,N
P2155,FL0409,Business,57,Other,4,N,N
P2156,FL1242,Economy,38,Female,4,N,N
P2157,FL2900,Economy,65,Female,3,N,Y
P2158,FL2288,Business,29,Other,5,Y,Y
P2159,FL2515,Business,56,Female,3,Y,Y
P2160,FL1257,Economy,57,Other,1,Y,N
P2161,FL0429,First,65,Female,4,Y,Y
P2162,FL2877,Business,58,Male,2,N,Y
P2163,FL0506,Economy,27,Female,5,Y,Y
P2164,FL0343,Economy,49,Female,4,Y,N
P2165,FL1561,Business,54,Female,2,Y,N
P2166,FL2587,Economy,54,Other,1,Y,Y
P2167,FL2330,Economy,60,Other,3,N,Y
P2168,FL0544,Economy,47,Male,2,Y,Y
P2169,FL0191,First,60,Female,3,N,N
P2170,FL0528,Economy,30,Other,4,Y,Y
P2171,FL1433,Economy,39,Male,1,N,N
P2172,FL2097,Business,69,Other,1,Y,N
P2173,FL2114,Economy,69,Female,1,N,N
P2174,FL0711,Business,29,Female,1,N,N
P2175,FL1231,Business,34,Female,4,N,Y
P2176,FL2374,Economy,23,Other,5,N,N
P2177,FL2818,Economy,20,Male,4,N,N
P2178,FL1452,Economy,26,Male,5,N,N
P2179,FL2091,Economy,42,Female,4,Y,Y
P2180,FL1595,Economy,21,Female,2,Y,N
P2181,FL0095,Business,24,Other,2,N,Y
P2182,FL1145,Economy,55,Female,4,Y,N
P2183,FL2521,Economy,50,Male,2,N,Y
P2184,FL2954,Business,51,Other,3,Y,N
P2185,FL2942,Economy,37,Male,5,Y,Y
P2186,FL2308,Business,41,Male,3,N,Y
P2187,FL0981,Economy,23,Other,4,N,Y
P2188,FL0231,Business,39,Other,2,Y,N
P2189,FL1614,Economy,69,Other,3,N,N
P2190,FL2166,Business,44,Female,4,Y,N
P2191,FL0684,Economy,60,Other,5,Y,N
P2192,FL0651,Economy,28,Other,5,Y,N
P2193,FL0454,Economy,27,Male,3,Y,Y
P2194,FL2089,Economy,45,Other,3,N,N
P2195,FL1678,Economy,50,Male,5,N,Y
P2196,FL2260,Economy,35,Other,3,N,N
P2197,FL1946,Economy,23,Male,3,Y,Y
P2198,FL1957,Economy,40,Other,3,Y,N
P2199,FL2868,Economy,35,Other,4,N,Y
P2200,FL2810,Economy,58,Female,5,N,N
P2201,FL0641,Economy,38,Male,1,N,N
P2202,FL1371,Economy,57,Female,3,N,Y
P2203,FL1468,Business,45,Female,1,N,N
P2204,FL2453,Economy,64,Male,1,Y,N
P2205,FL2066,Business,21,Male,4,Y,N
P2206,FL0352,Business,38,Other,4,Y,Y
P2207,FL1151,Economy,51,Female,5,Y,N
P2208,FL2715,Economy,48,Female,4,Y,N
P2209,FL2130,Business,45,Other,1,Y,N
P2210,FL2074,First,35,Male,2,Y,N
P2211,FL2268,Economy,39,Male,4,Y,N
P2212,FL2159,Economy,65,Female,1,N,N
P2213,FL1117,Economy,19,Female,2,Y,N
P2214,FL0168,Economy,45,Female,3,N,N
P2215,FL0565,Economy,21,Other,3,Y,N
P2216,FL2854,Business,37,Other,5,Y,Y
P2217,FL2830,Economy,51,Female,4,N,N
P2218,FL2797,Economy,50,Female,1,Y,N
P2219,FL1464,First,64,Other,2,Y,N
P2220,FL2759,Economy,39,Female,5,Y,Y
P2221,FL0651,Economy,44,Female,2,N,N
P2222,FL2627,Economy,36,Other,4,Y,N
P2223,FL2497,Business,19,Female,3,Y,N
P2224,FL2305,Economy,24,Other,5,Y,N
P2225,FL1535,Economy,27,Other,3,N,Y
P2226,FL1257,Economy,28,Female,2,Y,N
P2227,FL1129,Economy,29,Other,2,N,N
P2228,FL1950,Economy,46,Female,3,N,N
P2229,FL2386,Business,48,Male,3,N,N
P2230,FL2510,Economy,68,Other,2,N,Y
P2231,FL1770,Economy,60,Female,1,N,N
P2232,FL2309,Economy,27,Other,1,N,N
P2233,FL0221,Economy,62,Male,3,Y,N
P2234,FL1475,Economy,47,Male,1,Y,Y
P2235,FL1365,Economy,47,Female,2,N,N
P2236,FL1077,Economy,22,Other,3,N,Y
P2237,FL1444,First,47,Other,3,N,Y
P2238,FL0915,Economy,59,Other,4,N,Y
P2239,FL2188,Economy,59,Female,4,Y,N
P2240,FL1287,Economy,27,Other,3,N,N
P2241,FL0073,Business,61,Other,5,N,N
P2242,FL2449,Economy,49,Female,5,Y,N
P2243,FL1649,Economy,68,Other,3,Y,N
P2244,FL1682,Economy,31,Other,3,N,Y
P2245,FL0075,Economy,34,Female,5,N,N
P2246,FL0394,Economy,49,Other,5,N,N
P2247,FL2841,Economy,36,Male,5,N,N
P2248,FL2343,Economy,20,Other,2,N,N
P2249,FL1528,Business,43,Male,1,N,Y
P2250,FL2493,Business,24,Male,1,N,N
P2251,FL2777,Economy,20,Male,4,Y,N
P2252,FL1885,Economy,59,Female,5,Y,N
P2253,FL1772,Business,29,Other,3,N,N
P2254,FL1630,First,27,Male,3,Y,N
P2255,FL2398,Economy,43,Other,2,N,N
P2256,FL1755,Economy,33,Female,3,N,Y
P2257,FL0237,Economy,26,Other,5,Y,Y
P2258,FL0350,First,32,Female,1,Y,N
P2259,FL0305,Economy,21,Other,4,N,Y
P2260,FL2602,Economy,57,Male,4,N,N
P2261,FL0922,Economy,63,Other,5,N,N
P2262,FL0257,First,35,Other,1,Y,N
P2263,FL2735,Economy,21,Female,2,N,N
P2264,FL1790,Business,53,Male,4,Y,N
P2265,FL1404,Economy,60,Female,2,N,N
P2266,FL1084,Business,69,Male,2,N,N
P2267,FL2390,Economy,69,Male,2,Y,N
P2268,FL0681,Economy,58,Other,2,N,N
P2269,FL1547,Economy,24,Other,4,Y,N
P2270,FL2535,Business,43,Female,4,N,N
P2271,FL1118,Economy,41,Other,2,Y,N
P2272,FL1299,Economy,22,Male,5,Y,N
P2273,FL2817,Economy,66,Other,3,Y,Y
P2274,FL1844,Economy,19,Other,3,Y,Y
P2275,FL2264,Business,59,Other,1,Y,N
P2276,FL2959,Economy,37,Male,5,N,N
P2277,FL0329,Economy,60,Male,2,Y,N
P2278,FL1070,Economy,33,Male,2,N,Y
P2279,FL0245,Business,25,Male,4,Y,N
