Flight ID,Airline,Source,Destination,Departure Time,Arrival Time,Status,Delay (min),Aircraft Type,Date
FL2385,GlobalWings,ATL,DEN,2025-04-19 17:30:17,2025-04-19 19:30:17,On-time,0,Embraer 190,2025-04-19
FL2386,CloudNine,LAX,MIA,2025-03-22 07:41:23,2025-03-22 09:41:23,On-time,0,Airbus A320,2025-03-22
FL2387,AeroFly,BOS,DEN,2025-05-12 12:20:10,2025-05-12 14:50:10,Delayed,30,Airbus A350,2025-05-12
FL2388,SkyHigh,SFO,DFW,2025-01-22 13:26:30,2025-01-22 15:26:30,On-time,0,Boeing 777,2025-01-22
FL2389,GlobalWings,DEN,BOS,2025-02-03 17:02:42,2025-02-03 20:32:42,Cancelled,90,Boeing 777,2025-02-03
FL2390,CloudNine,DFW,JFK,2025-04-21 13:38:37,2025-04-21 15:38:37,On-time,0,Boeing 737,2025-04-21
FL2391,AeroFly,ORD,JFK,2025-03-06 05:32:21,2025-03-06 07:32:21,On-time,0,Airbus A320,2025-03-06
FL2392,AeroFly,MIA,BOS,2025-02-10 03:29:01,2025-02-10 05:44:01,Delayed,15,Boeing 777,2025-02-10
FL2393,JetZoom,SFO,JFK,2025-05-17 00:16:44,2025-05-17 02:31:44,Delayed,15,Airbus A320,2025-05-17
FL2394,CloudNine,LAX,BOS,2025-03-04 03:58:31,2025-03-04 07:28:31,Cancelled,90,Airbus A320,2025-03-04
FL2395,GlobalWings,MIA,BOS,2025-02-11 10:21:03,2025-02-11 12:36:03,Delayed,15,Embraer 190,2025-02-11
FL2396,SkyHigh,MIA,JFK,2025-02-12 07:56:25,2025-02-12 10:11:25,Delayed,15,Embraer 190,2025-02-12
FL2397,GlobalWings,SEA,DEN,2025-04-21 06:47:51,2025-04-21 08:47:51,On-time,0,Embraer 190,2025-04-21
FL2398,AeroFly,ATL,DEN,2025-02-04 04:01:48,2025-02-04 06:01:48,On-time,0,Boeing 777,2025-02-04
FL2399,JetZoom,SEA,DEN,2025-02-19 20:41:53,2025-02-19 22:56:53,Delayed,15,Boeing 737,2025-02-19
FL2400,JetZoom,SEA,SFO,2025-04-21 17:20:52,2025-04-21 19:20:52,On-time,0,Boeing 777,2025-04-21
FL2401,GlobalWings,MIA,LAX,2025-01-02 09:56:40,2025-01-02 12:56:40,Delayed,60,Airbus A350,2025-01-02
FL2402,GlobalWings,ATL,SEA,2024-11-27 05:52:38,2024-11-27 08:07:38,Delayed,15,Airbus A320,2024-11-27
FL2403,GlobalWings,ORD,MIA,2025-02-27 17:12:30,2025-02-27 19:12:30,On-time,0,Airbus A350,2025-02-27
FL2404,GlobalWings,ORD,DFW,2025-02-23 06:39:48,2025-02-23 08:54:48,Delayed,15,Boeing 777,2025-02-23
FL2405,AeroFly,LAX,BOS,2025-05-26 08:23:47,2025-05-26 10:23:47,On-time,0,Embraer 190,2025-05-26
FL2406,JetZoom,BOS,SEA,2024-12-20 15:33:08,2024-12-20 17:48:08,Delayed,15,Airbus A320,2024-12-20
FL2407,JetZoom,SEA,JFK,2025-02-12 14:52:16,2025-02-12 16:52:16,On-time,0,Airbus A350,2025-02-12
FL2408,AeroFly,MIA,SEA,2025-04-06 20:21:00,2025-04-06 22:36:00,Delayed,15,Airbus A320,2025-04-06
FL2409,SkyHigh,SFO,JFK,2025-02-03 00:50:52,2025-02-03 03:05:52,Delayed,15,Boeing 737,2025-02-03
FL2410,JetZoom,MIA,BOS,2025-01-24 01:00:03,2025-01-24 04:00:03,Delayed,60,Airbus A350,2025-01-24
FL2411,AeroFly,ORD,SFO,2024-12-05 02:59:53,2024-12-05 05:14:53,Delayed,15,Airbus A320,2024-12-05
FL2412,AeroFly,LAX,DEN,2025-03-14 08:42:03,2025-03-14 11:12:03,Delayed,30,Boeing 777,2025-03-14
FL2413,GlobalWings,BOS,LAX,2025-04-19 15:40:56,2025-04-19 19:40:56,Cancelled,120,Boeing 737,2025-04-19
FL2414,SkyHigh,DEN,SEA,2024-11-26 21:57:30,2024-11-27 00:57:30,Delayed,60,Airbus A350,2024-11-26
FL2415,CloudNine,DFW,SEA,2024-12-12 00:56:03,2024-12-12 03:11:03,Delayed,15,Airbus A320,2024-12-12
FL2416,GlobalWings,MIA,LAX,2025-02-12 09:26:23,2025-02-12 11:26:23,On-time,0,Boeing 737,2025-02-12
FL2417,GlobalWings,BOS,DEN,2025-04-10 12:08:44,2025-04-10 14:23:44,Delayed,15,Airbus A350,2025-04-10
FL2418,CloudNine,DEN,SEA,2025-03-16 19:39:09,2025-03-16 21:39:09,On-time,0,Embraer 190,2025-03-16
FL2419,AeroFly,LAX,ATL,2024-12-19 12:20:45,2024-12-19 14:20:45,On-time,0,Boeing 777,2024-12-19
FL2420,SkyHigh,BOS,MIA,2025-02-28 13:27:13,2025-02-28 15:57:13,Delayed,30,Embraer 190,2025-02-28
FL2421,GlobalWings,SFO,DFW,2025-05-09 03:41:28,2025-05-09 05:41:28,On-time,0,Boeing 777,2025-05-09
FL2422,JetZoom,ORD,JFK,2025-01-02 13:12:50,2025-01-02 15:42:50,Delayed,30,Airbus A320,2025-01-02
FL2423,CloudNine,MIA,DFW,2024-12-07 11:28:20,2024-12-07 13:28:20,On-time,0,Embraer 190,2024-12-07
FL2424,AeroFly,LAX,DEN,2025-04-13 20:44:07,2025-04-13 22:44:07,On-time,0,Boeing 737,2025-04-13
FL2425,AeroFly,DFW,SEA,2025-02-21 17:12:06,2025-02-21 19:12:06,On-time,0,Airbus A320,2025-02-21
FL2426,AeroFly,DFW,LAX,2025-03-05 11:53:13,2025-03-05 14:53:13,Delayed,60,Boeing 777,2025-03-05
FL2427,JetZoom,LAX,ATL,2025-02-11 23:04:53,2025-02-12 01:04:53,On-time,0,Embraer 190,2025-02-11
FL2428,JetZoom,JFK,BOS,2025-01-15 22:26:07,2025-01-16 01:56:07,Cancelled,90,Embraer 190,2025-01-15
FL2429,GlobalWings,ATL,JFK,2025-03-20 00:56:50,2025-03-20 02:56:50,On-time,0,Boeing 737,2025-03-20
FL2430,AeroFly,ATL,DFW,2024-12-16 06:24:59,2024-12-16 09:24:59,Delayed,60,Embraer 190,2024-12-16
FL2431,CloudNine,SEA,MIA,2025-01-09 04:29:10,2025-01-09 06:29:10,On-time,0,Airbus A350,2025-01-09
FL2432,AeroFly,LAX,BOS,2025-05-14 18:48:20,2025-05-14 20:48:20,On-time,0,Airbus A350,2025-05-14
FL2433,CloudNine,DFW,LAX,2025-04-10 06:00:43,2025-04-10 08:30:43,Delayed,30,Boeing 777,2025-04-10
FL2434,SkyHigh,DEN,LAX,2025-02-24 01:32:30,2025-02-24 03:47:30,Delayed,15,Airbus A320,2025-02-24
FL2435,SkyHigh,DEN,ORD,2024-12-13 08:37:50,2024-12-13 10:37:50,On-time,0,Boeing 777,2024-12-13
FL2436,CloudNine,MIA,LAX,2024-12-17 04:38:23,2024-12-17 06:53:23,Delayed,15,Boeing 777,2024-12-17
FL2437,SkyHigh,SFO,LAX,2025-05-02 20:42:53,2025-05-02 23:42:53,Delayed,60,Embraer 190,2025-05-02
FL2438,AeroFly,ATL,MIA,2024-12-02 21:59:53,2024-12-03 00:14:53,Delayed,15,Boeing 737,2024-12-02
FL2439,SkyHigh,ATL,ORD,2025-03-24 05:19:27,2025-03-24 07:19:27,On-time,0,Airbus A320,2025-03-24
FL2440,JetZoom,DFW,SEA,2025-04-09 13:52:33,2025-04-09 15:52:33,On-time,0,Airbus A320,2025-04-09
FL2441,CloudNine,DFW,ORD,2025-03-26 03:41:34,2025-03-26 05:41:34,On-time,0,Boeing 737,2025-03-26
FL2442,GlobalWings,ATL,JFK,2025-03-12 13:35:14,2025-03-12 15:35:14,On-time,0,Airbus A350,2025-03-12
FL2443,GlobalWings,BOS,ATL,2024-12-10 16:39:25,2024-12-10 18:54:25,Delayed,15,Boeing 737,2024-12-10
FL2444,CloudNine,DFW,SFO,2025-05-15 07:18:35,2025-05-15 09:33:35,Delayed,15,Airbus A320,2025-05-15
FL2445,AeroFly,SEA,MIA,2025-02-02 16:33:27,2025-02-02 18:48:27,Delayed,15,Airbus A320,2025-02-02
FL2446,AeroFly,ATL,DFW,2024-12-14 12:18:07,2024-12-14 14:33:07,Delayed,15,Airbus A350,2024-12-14
FL2447,CloudNine,BOS,DEN,2025-05-12 17:42:05,2025-05-12 19:42:05,On-time,0,Boeing 777,2025-05-12
FL2448,SkyHigh,ATL,LAX,2025-04-03 19:51:37,2025-04-03 23:21:37,Cancelled,90,Boeing 777,2025-04-03
FL2449,CloudNine,SEA,DEN,2025-04-09 17:17:04,2025-04-09 19:17:04,On-time,0,Airbus A350,2025-04-09
FL2450,SkyHigh,ORD,SEA,2025-01-09 07:13:53,2025-01-09 10:43:53,Cancelled,90,Boeing 737,2025-01-09
FL2451,AeroFly,SFO,ORD,2025-01-26 16:05:35,2025-01-26 18:20:35,Delayed,15,Airbus A350,2025-01-26
FL2452,CloudNine,BOS,SFO,2024-12-07 18:53:50,2024-12-07 21:08:50,Delayed,15,Boeing 737,2024-12-07
FL2453,AeroFly,DFW,MIA,2025-05-06 05:49:43,2025-05-06 07:49:43,On-time,0,Airbus A350,2025-05-06
FL2454,SkyHigh,MIA,DEN,2025-02-03 19:01:22,2025-02-03 21:01:22,On-time,0,Boeing 777,2025-02-03
FL2455,CloudNine,SFO,SEA,2025-01-27 13:09:36,2025-01-27 15:09:36,On-time,0,Boeing 777,2025-01-27
FL2456,SkyHigh,DFW,SEA,2025-02-17 08:08:30,2025-02-17 10:23:30,Delayed,15,Boeing 777,2025-02-17
FL2457,SkyHigh,DFW,SEA,2025-05-20 00:18:18,2025-05-20 02:18:18,On-time,0,Embraer 190,2025-05-20
FL2458,JetZoom,MIA,ATL,2025-01-10 13:45:02,2025-01-10 16:00:02,Delayed,15,Boeing 737,2025-01-10
FL2459,GlobalWings,BOS,DEN,2025-01-23 07:11:20,2025-01-23 09:11:20,On-time,0,Embraer 190,2025-01-23
FL2460,SkyHigh,JFK,SFO,2025-04-29 06:41:48,2025-04-29 08:41:48,On-time,0,Boeing 777,2025-04-29
FL2461,AeroFly,MIA,LAX,2025-05-18 15:06:34,2025-05-18 17:21:34,Delayed,15,Embraer 190,2025-05-18
FL2462,JetZoom,DEN,MIA,2024-11-30 10:25:22,2024-11-30 12:25:22,On-time,0,Airbus A320,2024-11-30
FL2463,GlobalWings,SFO,ATL,2024-11-27 15:45:03,2024-11-27 17:45:03,On-time,0,Airbus A320,2024-11-27
FL2464,AeroFly,DEN,SFO,2024-12-19 17:20:11,2024-12-19 19:20:11,On-time,0,Airbus A320,2024-12-19
FL2465,SkyHigh,JFK,BOS,2025-04-27 00:25:03,2025-04-27 02:40:03,Delayed,15,Embraer 190,2025-04-27
FL2466,SkyHigh,MIA,SFO,2024-12-31 03:58:55,2024-12-31 06:13:55,Delayed,15,Boeing 737,2024-12-31
FL2467,JetZoom,DFW,BOS,2025-02-24 21:24:23,2025-02-24 23:24:23,On-time,0,Airbus A320,2025-02-24
FL2468,SkyHigh,DFW,LAX,2025-04-25 04:22:27,2025-04-25 06:52:27,Delayed,30,Airbus A350,2025-04-25
FL2469,CloudNine,ORD,DFW,2025-02-18 02:54:43,2025-02-18 05:24:43,Delayed,30,Boeing 737,2025-02-18
FL2470,SkyHigh,MIA,SFO,2024-12-29 11:05:34,2024-12-29 13:05:34,On-time,0,Embraer 190,2024-12-29
FL2471,GlobalWings,ORD,LAX,2025-02-15 12:50:53,2025-02-15 15:05:53,Delayed,15,Airbus A350,2025-02-15
FL2472,JetZoom,BOS,DFW,2024-12-29 22:18:35,2024-12-30 00:33:35,Delayed,15,Airbus A350,2024-12-29
FL2473,GlobalWings,JFK,DFW,2025-03-14 23:34:35,2025-03-15 01:34:35,On-time,0,Airbus A320,2025-03-14
FL2474,SkyHigh,DFW,SEA,2025-03-29 08:49:50,2025-03-29 10:49:50,On-time,0,Airbus A350,2025-03-29
FL2475,SkyHigh,ATL,SFO,2025-03-26 22:56:41,2025-03-27 00:56:41,On-time,0,Airbus A350,2025-03-26
FL2476,AeroFly,MIA,BOS,2025-02-16 22:25:51,2025-02-17 00:25:51,On-time,0,Boeing 737,2025-02-16
FL2477,CloudNine,SFO,DEN,2024-12-24 21:29:30,2024-12-24 23:44:30,Delayed,15,Boeing 737,2024-12-24
FL2478,CloudNine,ATL,JFK,2024-12-24 22:27:48,2024-12-25 00:27:48,On-time,0,Airbus A320,2024-12-24
FL2479,CloudNine,DEN,SEA,2025-05-21 02:10:47,2025-05-21 04:10:47,On-time,0,Boeing 777,2025-05-21
FL2480,AeroFly,ORD,LAX,2025-04-14 15:40:44,2025-04-14 17:40:44,On-time,0,Airbus A320,2025-04-14
FL2481,JetZoom,SEA,ATL,2025-05-18 20:58:47,2025-05-18 22:58:47,On-time,0,Airbus A350,2025-05-18
FL2482,GlobalWings,SEA,MIA,2025-02-27 15:55:13,2025-02-27 18:10:13,Delayed,15,Embraer 190,2025-02-27
FL2483,JetZoom,JFK,SEA,2025-04-11 14:10:43,2025-04-11 16:10:43,On-time,0,Boeing 777,2025-04-11
FL2484,AeroFly,ORD,JFK,2025-01-23 23:00:07,2025-01-24 01:00:07,On-time,0,Embraer 190,2025-01-23
FL2485,GlobalWings,SFO,JFK,2025-02-07 21:19:43,2025-02-07 23:19:43,On-time,0,Airbus A320,2025-02-07
FL2486,GlobalWings,SEA,MIA,2025-04-06 16:21:40,2025-04-06 18:21:40,On-time,0,Airbus A320,2025-04-06
FL2487,AeroFly,SEA,BOS,2024-12-30 01:45:13,2024-12-30 03:45:13,On-time,0,Boeing 737,2024-12-30
FL2488,SkyHigh,SFO,LAX,2025-03-01 18:00:00,2025-03-01 20:00:00,On-time,0,Boeing 737,2025-03-01
FL2489,JetZoom,MIA,LAX,2025-03-26 15:09:08,2025-03-26 17:09:08,On-time,0,Airbus A350,2025-03-26
FL2490,SkyHigh,JFK,SFO,2025-02-06 14:50:48,2025-02-06 16:50:48,On-time,0,Embraer 190,2025-02-06
FL2491,CloudNine,ORD,MIA,2025-02-07 21:08:27,2025-02-07 23:08:27,On-time,0,Boeing 737,2025-02-07
FL2492,AeroFly,LAX,SFO,2025-03-23 12:12:40,2025-03-23 16:12:40,Cancelled,120,Boeing 777,2025-03-23
FL2493,GlobalWings,DEN,BOS,2024-12-13 09:37:57,2024-12-13 11:37:57,On-time,0,Airbus A320,2024-12-13
FL2494,JetZoom,DFW,MIA,2025-05-01 12:12:55,2025-05-01 14:27:55,Delayed,15,Embraer 190,2025-05-01
FL2495,AeroFly,MIA,DFW,2024-12-29 01:21:44,2024-12-29 03:21:44,On-time,0,Airbus A320,2024-12-29
FL2496,AeroFly,ORD,BOS,2025-04-10 16:26:48,2025-04-10 18:26:48,On-time,0,Airbus A350,2025-04-10
FL2497,SkyHigh,DEN,SFO,2024-12-15 20:37:17,2024-12-15 22:37:17,On-time,0,Airbus A350,2024-12-15
FL2498,SkyHigh,JFK,DFW,2025-03-28 13:58:39,2025-03-28 16:13:39,Delayed,15,Airbus A320,2025-03-28
FL2499,SkyHigh,MIA,SEA,2025-04-23 23:46:31,2025-04-24 01:46:31,On-time,0,Boeing 737,2025-04-23
FL2500,GlobalWings,SEA,ORD,2025-05-04 22:25:08,2025-05-05 00:25:08,On-time,0,Embraer 190,2025-05-04
FL2501,JetZoom,DEN,JFK,2025-01-19 06:21:31,2025-01-19 09:21:31,Delayed,60,Boeing 777,2025-01-19
FL2502,AeroFly,SFO,DFW,2025-05-25 05:04:12,2025-05-25 07:04:12,On-time,0,Airbus A350,2025-05-25
FL2503,AeroFly,MIA,BOS,2025-05-05 21:49:58,2025-05-06 00:04:58,Delayed,15,Airbus A320,2025-05-05
FL2504,SkyHigh,BOS,ORD,2025-02-19 17:01:42,2025-02-19 19:01:42,On-time,0,Airbus A320,2025-02-19
FL2505,AeroFly,ORD,DFW,2025-02-16 07:37:49,2025-02-16 09:37:49,On-time,0,Airbus A320,2025-02-16
FL2506,GlobalWings,BOS,SFO,2025-05-05 21:40:45,2025-05-05 23:40:45,On-time,0,Embraer 190,2025-05-05
FL2507,GlobalWings,DFW,SEA,2025-04-23 17:24:05,2025-04-23 19:24:05,On-time,0,Boeing 737,2025-04-23
FL2508,JetZoom,ATL,LAX,2025-03-04 18:46:34,2025-03-04 21:46:34,Delayed,60,Embraer 190,2025-03-04
FL2509,JetZoom,ORD,BOS,2025-01-02 22:17:01,2025-01-03 00:17:01,On-time,0,Boeing 737,2025-01-02
FL2510,AeroFly,LAX,JFK,2025-04-21 19:15:05,2025-04-21 21:15:05,On-time,0,Airbus A350,2025-04-21
FL2511,CloudNine,SEA,DEN,2025-02-01 17:47:25,2025-02-01 19:47:25,On-time,0,Boeing 737,2025-02-01
FL2512,JetZoom,MIA,SFO,2025-05-08 07:03:12,2025-05-08 09:03:12,On-time,0,Airbus A350,2025-05-08
FL2513,CloudNine,DEN,DFW,2025-01-07 06:26:13,2025-01-07 08:56:13,Delayed,30,Boeing 777,2025-01-07
FL2514,GlobalWings,LAX,ATL,2025-02-25 01:00:15,2025-02-25 04:30:15,Cancelled,90,Boeing 777,2025-02-25
FL2515,JetZoom,SFO,MIA,2024-12-06 18:42:55,2024-12-06 20:42:55,On-time,0,Boeing 777,2024-12-06
FL2516,SkyHigh,MIA,SFO,2024-12-07 23:40:01,2024-12-08 01:55:01,Delayed,15,Airbus A320,2024-12-07
FL2517,SkyHigh,DEN,SEA,2025-02-12 11:40:53,2025-02-12 13:55:53,Delayed,15,Boeing 777,2025-02-12
FL2518,CloudNine,ATL,MIA,2025-02-01 15:34:48,2025-02-01 18:04:48,Delayed,30,Airbus A320,2025-02-01
FL2519,CloudNine,DEN,ORD,2025-03-17 21:32:38,2025-03-18 00:32:38,Delayed,60,Boeing 737,2025-03-17
FL2520,JetZoom,SEA,DEN,2025-02-26 13:43:34,2025-02-26 15:43:34,On-time,0,Boeing 737,2025-02-26
FL2521,GlobalWings,DFW,DEN,2025-04-15 11:18:47,2025-04-15 13:18:47,On-time,0,Boeing 777,2025-04-15
FL2522,AeroFly,MIA,JFK,2025-03-25 17:34:09,2025-03-25 19:49:09,Delayed,15,Boeing 737,2025-03-25
FL2523,AeroFly,SEA,SFO,2025-04-12 00:01:52,2025-04-12 02:01:52,On-time,0,Boeing 777,2025-04-12
FL2524,AeroFly,JFK,BOS,2024-12-04 11:15:15,2024-12-04 13:45:15,Delayed,30,Airbus A350,2024-12-04
FL2525,GlobalWings,SEA,BOS,2025-04-14 17:25:03,2025-04-14 19:25:03,On-time,0,Embraer 190,2025-04-14
FL2526,SkyHigh,JFK,DEN,2025-01-21 20:53:27,2025-01-21 22:53:27,On-time,0,Airbus A320,2025-01-21
FL2527,JetZoom,ORD,LAX,2025-05-23 00:58:18,2025-05-23 02:58:18,On-time,0,Boeing 737,2025-05-23
FL2528,SkyHigh,SEA,JFK,2025-04-05 06:43:36,2025-04-05 08:43:36,On-time,0,Embraer 190,2025-04-05
FL2529,AeroFly,ATL,JFK,2024-12-18 16:37:06,2024-12-18 18:37:06,On-time,0,Boeing 777,2024-12-18
FL2530,JetZoom,BOS,DEN,2025-04-17 13:54:57,2025-04-17 15:54:57,On-time,0,Airbus A350,2025-04-17
FL2531,CloudNine,JFK,LAX,2025-02-25 17:00:45,2025-02-25 19:00:45,On-time,0,Embraer 190,2025-02-25
FL2532,JetZoom,DFW,LAX,2025-04-17 17:00:37,2025-04-17 19:00:37,On-time,0,Boeing 737,2025-04-17
FL2533,AeroFly,BOS,ATL,2025-05-15 12:02:09,2025-05-15 14:17:09,Delayed,15,Airbus A350,2025-05-15
FL2534,JetZoom,JFK,DFW,2025-03-20 11:19:56,2025-03-20 13:19:56,On-time,0,Boeing 777,2025-03-20
FL2535,SkyHigh,DEN,SEA,2024-12-21 15:59:04,2024-12-21 17:59:04,On-time,0,Boeing 737,2024-12-21
FL2536,GlobalWings,SEA,LAX,2025-01-23 21:19:08,2025-01-23 23:19:08,On-time,0,Boeing 737,2025-01-23
FL2537,JetZoom,LAX,ORD,2025-04-23 07:41:51,2025-04-23 09:41:51,On-time,0,Boeing 737,2025-04-23
FL2538,JetZoom,JFK,ATL,2025-05-05 17:15:10,2025-05-05 19:30:10,Delayed,15,Airbus A350,2025-05-05
FL2539,SkyHigh,ATL,DFW,2024-12-31 13:58:08,2024-12-31 16:28:08,Delayed,30,Airbus A320,2024-12-31
FL2540,JetZoom,DFW,JFK,2025-03-25 12:19:57,2025-03-25 14:19:57,On-time,0,Boeing 777,2025-03-25
FL2541,JetZoom,DFW,ORD,2025-01-30 05:32:51,2025-01-30 07:32:51,On-time,0,Airbus A350,2025-01-30
FL2542,JetZoom,ATL,DFW,2025-03-16 01:04:57,2025-03-16 03:34:57,Delayed,30,Airbus A320,2025-03-16
FL2543,AeroFly,DFW,SEA,2024-12-15 10:14:14,2024-12-15 12:14:14,On-time,0,Airbus A350,2024-12-15
FL2544,AeroFly,BOS,DEN,2025-01-22 18:07:54,2025-01-22 20:07:54,On-time,0,Embraer 190,2025-01-22
FL2545,CloudNine,ORD,JFK,2025-02-06 17:38:08,2025-02-06 20:38:08,Delayed,60,Embraer 190,2025-02-06
FL2546,CloudNine,ORD,MIA,2025-03-28 02:17:02,2025-03-28 04:17:02,On-time,0,Airbus A350,2025-03-28
FL2547,AeroFly,DFW,ATL,2025-05-10 09:45:34,2025-05-10 11:45:34,On-time,0,Embraer 190,2025-05-10
FL2548,GlobalWings,DFW,LAX,2024-12-05 01:02:54,2024-12-05 03:02:54,On-time,0,Airbus A320,2024-12-05
FL2549,AeroFly,ATL,SEA,2025-02-08 04:49:10,2025-02-08 06:49:10,On-time,0,Boeing 737,2025-02-08
FL2550,GlobalWings,ORD,SEA,2025-01-15 15:17:40,2025-01-15 17:17:40,On-time,0,Embraer 190,2025-01-15
FL2551,AeroFly,DEN,SFO,2024-12-17 18:10:59,2024-12-17 20:25:59,Delayed,15,Boeing 737,2024-12-17
FL2552,AeroFly,LAX,DEN,2025-03-16 14:09:30,2025-03-16 16:39:30,Delayed,30,Boeing 737,2025-03-16
FL2553,JetZoom,SFO,SEA,2025-05-13 21:23:51,2025-05-13 23:23:51,On-time,0,Boeing 737,2025-05-13
FL2554,JetZoom,DEN,DFW,2025-03-23 12:10:13,2025-03-23 14:10:13,On-time,0,Embraer 190,2025-03-23
FL2555,JetZoom,JFK,SEA,2025-05-01 04:40:52,2025-05-01 07:10:52,Delayed,30,Airbus A350,2025-05-01
FL2556,GlobalWings,BOS,SFO,2025-04-22 08:29:58,2025-04-22 10:44:58,Delayed,15,Airbus A350,2025-04-22
FL2557,JetZoom,DFW,DEN,2025-04-29 07:41:26,2025-04-29 09:56:26,Delayed,15,Airbus A350,2025-04-29
FL2558,CloudNine,DFW,JFK,2024-12-09 01:30:04,2024-12-09 05:00:04,Cancelled,90,Airbus A320,2024-12-09
FL2559,GlobalWings,LAX,SFO,2025-05-09 19:32:10,2025-05-09 21:32:10,On-time,0,Boeing 777,2025-05-09
FL2560,GlobalWings,SFO,JFK,2025-04-13 01:44:27,2025-04-13 03:44:27,On-time,0,Airbus A320,2025-04-13
FL2561,AeroFly,BOS,MIA,2025-03-29 16:57:03,2025-03-29 18:57:03,On-time,0,Embraer 190,2025-03-29
FL2562,JetZoom,ORD,DEN,2024-12-11 22:19:39,2024-12-12 00:34:39,Delayed,15,Boeing 737,2024-12-11
FL2563,SkyHigh,DFW,ORD,2024-12-10 13:09:29,2024-12-10 15:39:29,Delayed,30,Airbus A350,2024-12-10
FL2564,CloudNine,ORD,SEA,2025-04-06 14:42:39,2025-04-06 16:42:39,On-time,0,Airbus A320,2025-04-06
FL2565,JetZoom,ORD,DFW,2025-02-26 05:32:46,2025-02-26 07:32:46,On-time,0,Airbus A320,2025-02-26
FL2566,JetZoom,ATL,SFO,2025-04-12 12:39:56,2025-04-12 14:39:56,On-time,0,Airbus A320,2025-04-12
FL2567,JetZoom,MIA,DEN,2025-04-22 00:57:34,2025-04-22 02:57:34,On-time,0,Airbus A320,2025-04-22
FL2568,AeroFly,LAX,SEA,2025-01-07 22:26:41,2025-01-08 00:26:41,On-time,0,Airbus A350,2025-01-07
FL2569,JetZoom,SEA,SFO,2025-01-16 09:46:18,2025-01-16 12:16:18,Delayed,30,Airbus A320,2025-01-16
FL2570,SkyHigh,SFO,ORD,2024-12-23 00:36:25,2024-12-23 02:36:25,On-time,0,Airbus A320,2024-12-23
FL2571,CloudNine,DEN,DFW,2025-05-15 02:31:10,2025-05-15 05:01:10,Delayed,30,Airbus A350,2025-05-15
FL2572,GlobalWings,SFO,MIA,2024-12-09 16:03:21,2024-12-09 18:03:21,On-time,0,Airbus A350,2024-12-09
FL2573,GlobalWings,JFK,ATL,2024-12-25 23:15:25,2024-12-26 01:45:25,Delayed,30,Airbus A320,2024-12-25
FL2574,JetZoom,DEN,BOS,2025-04-04 17:01:00,2025-04-04 19:01:00,On-time,0,Boeing 737,2025-04-04
FL2575,GlobalWings,BOS,SFO,2025-05-18 22:15:08,2025-05-19 01:15:08,Delayed,60,Airbus A320,2025-05-18
FL2576,JetZoom,SEA,ATL,2025-02-01 13:24:38,2025-02-01 15:24:38,On-time,0,Boeing 777,2025-02-01
FL2577,CloudNine,LAX,DEN,2025-01-11 19:42:15,2025-01-11 21:42:15,On-time,0,Airbus A320,2025-01-11
FL2578,CloudNine,ORD,DFW,2024-12-19 03:19:46,2024-12-19 05:19:46,On-time,0,Airbus A350,2024-12-19
FL2579,SkyHigh,DFW,SFO,2025-01-08 18:30:37,2025-01-08 20:30:37,On-time,0,Airbus A350,2025-01-08
FL2580,GlobalWings,LAX,SEA,2025-02-13 19:19:44,2025-02-13 21:49:44,Delayed,30,Boeing 777,2025-02-13
FL2581,SkyHigh,SFO,JFK,2025-05-11 04:13:20,2025-05-11 06:13:20,On-time,0,Airbus A320,2025-05-11
FL2582,GlobalWings,MIA,SFO,2025-03-24 18:13:31,2025-03-24 20:28:31,Delayed,15,Boeing 737,2025-03-24
FL2583,CloudNine,SFO,BOS,2025-01-17 22:23:57,2025-01-18 00:38:57,Delayed,15,Boeing 777,2025-01-17
FL2584,CloudNine,DFW,LAX,2025-03-13 21:41:19,2025-03-13 23:56:19,Delayed,15,Airbus A350,2025-03-13
FL2585,GlobalWings,DEN,SEA,2025-01-22 02:52:04,2025-01-22 05:07:04,Delayed,15,Embraer 190,2025-01-22
FL2586,AeroFly,LAX,ORD,2025-04-18 17:55:27,2025-04-18 21:55:27,Cancelled,120,Embraer 190,2025-04-18
FL2587,CloudNine,LAX,ORD,2025-03-02 13:16:48,2025-03-02 15:16:48,On-time,0,Embraer 190,2025-03-02
FL2588,AeroFly,ATL,MIA,2025-03-22 16:24:39,2025-03-22 18:54:39,Delayed,30,Airbus A350,2025-03-22
FL2589,CloudNine,JFK,SEA,2025-02-09 20:42:43,2025-02-09 22:42:43,On-time,0,Boeing 737,2025-02-09
FL2590,CloudNine,SEA,DEN,2025-04-15 01:02:12,2025-04-15 03:02:12,On-time,0,Embraer 190,2025-04-15
FL2591,AeroFly,DFW,SFO,2025-01-10 03:57:19,2025-01-10 05:57:19,On-time,0,Boeing 777,2025-01-10
FL2592,SkyHigh,MIA,DFW,2025-05-17 23:54:42,2025-05-18 01:54:42,On-time,0,Boeing 777,2025-05-17
FL2593,CloudNine,JFK,SEA,2025-03-02 23:20:03,2025-03-03 01:20:03,On-time,0,Boeing 737,2025-03-02
FL2594,GlobalWings,LAX,DEN,2025-01-31 16:00:05,2025-01-31 18:15:05,Delayed,15,Embraer 190,2025-01-31
FL2595,CloudNine,ATL,ORD,2024-12-16 15:45:34,2024-12-16 17:45:34,On-time,0,Boeing 737,2024-12-16
